CAGDP1 County and MSA gross domestic product (GDP) summary,,,,
CAGDP1 County and MSA gross domestic product (GDP) summary,,,,
County,,,,
GeoFips,GeoName,LineCode,Description,2018-2019
12069,"Lake, FL",2,Chain-type quantity indexes for real GDP,2.3
12069,"Lake, FL",3,Current-dollar GDP (thousands of current dollars),5
12071,"Lee, FL",1,Real GDP (thousands of chained 2017 dollars),1.6
12071,"Lee, FL",2,Chain-type quantity indexes for real GDP,1.6
12071,"Lee, FL",3,Current-dollar GDP (thousands of current dollars),4.3
12073,"Leon, FL",1,Real GDP (thousands of chained 2017 dollars),2
12073,"Leon, FL",2,Chain-type quantity indexes for real GDP,2
12073,"Leon, FL",3,Current-dollar GDP (thousands of current dollars),4.2
12075,"Levy, FL",1,Real GDP (thousands of chained 2017 dollars),-0.7
12075,"Levy, FL",2,Chain-type quantity indexes for real GDP,-0.7
12075,"Levy, FL",3,Current-dollar GDP (thousands of current dollars),1.3
12077,"Liberty, FL",1,Real GDP (thousands of chained 2017 dollars),44.6
12077,"Liberty, FL",2,Chain-type quantity indexes for real GDP,44.6
12077,"Liberty, FL",3,Current-dollar GDP (thousands of current dollars),45.9
12079,"Madison, FL",1,Real GDP (thousands of chained 2017 dollars),-6.9
12079,"Madison, FL",2,Chain-type quantity indexes for real GDP,-6.9
12079,"Madison, FL",3,Current-dollar GDP (thousands of current dollars),-4.6
12081,"Manatee, FL",1,Real GDP (thousands of chained 2017 dollars),5.9
12081,"Manatee, FL",2,Chain-type quantity indexes for real GDP,5.9
12081,"Manatee, FL",3,Current-dollar GDP (thousands of current dollars),8.6
12083,"Marion, FL",1,Real GDP (thousands of chained 2017 dollars),1.2
12083,"Marion, FL",2,Chain-type quantity indexes for real GDP,1.2
12083,"Marion, FL",3,Current-dollar GDP (thousands of current dollars),3.7
12085,"Martin, FL",1,Real GDP (thousands of chained 2017 dollars),0.1
12085,"Martin, FL",2,Chain-type quantity indexes for real GDP,0.1
12085,"Martin, FL",3,Current-dollar GDP (thousands of current dollars),2.7
12086,"Miami-Dade, FL",1,Real GDP (thousands of chained 2017 dollars),0.5
12086,"Miami-Dade, FL",2,Chain-type quantity indexes for real GDP,0.5
12086,"Miami-Dade, FL",3,Current-dollar GDP (thousands of current dollars),3.2
12087,"Monroe, FL",1,Real GDP (thousands of chained 2017 dollars),5.4
12087,"Monroe, FL",2,Chain-type quantity indexes for real GDP,5.4
12087,"Monroe, FL",3,Current-dollar GDP (thousands of current dollars),8.3
12089,"Nassau, FL",1,Real GDP (thousands of chained 2017 dollars),7
12089,"Nassau, FL",2,Chain-type quantity indexes for real GDP,7
12089,"Nassau, FL",3,Current-dollar GDP (thousands of current dollars),9.7
12091,"Okaloosa, FL",1,Real GDP (thousands of chained 2017 dollars),5.3
12091,"Okaloosa, FL",2,Chain-type quantity indexes for real GDP,5.3
12091,"Okaloosa, FL",3,Current-dollar GDP (thousands of current dollars),7.7
12093,"Okeechobee, FL",1,Real GDP (thousands of chained 2017 dollars),33.8
12093,"Okeechobee, FL",2,Chain-type quantity indexes for real GDP,33.8
12093,"Okeechobee, FL",3,Current-dollar GDP (thousands of current dollars),36.5
12095,"Orange, FL",1,Real GDP (thousands of chained 2017 dollars),3.1
12095,"Orange, FL",2,Chain-type quantity indexes for real GDP,3.1
12095,"Orange, FL",3,Current-dollar GDP (thousands of current dollars),5.7
12097,"Osceola, FL",1,Real GDP (thousands of chained 2017 dollars),7
12097,"Osceola, FL",2,Chain-type quantity indexes for real GDP,7
12097,"Osceola, FL",3,Current-dollar GDP (thousands of current dollars),10.1
12099,"Palm Beach, FL",1,Real GDP (thousands of chained 2017 dollars),1.8
12099,"Palm Beach, FL",2,Chain-type quantity indexes for real GDP,1.8
12099,"Palm Beach, FL",3,Current-dollar GDP (thousands of current dollars),4.2
12101,"Pasco, FL",1,Real GDP (thousands of chained 2017 dollars),5.2
12101,"Pasco, FL",2,Chain-type quantity indexes for real GDP,5.2
12101,"Pasco, FL",3,Current-dollar GDP (thousands of current dollars),7.9
12103,"Pinellas, FL",1,Real GDP (thousands of chained 2017 dollars),1.6
12103,"Pinellas, FL",2,Chain-type quantity indexes for real GDP,1.6
12103,"Pinellas, FL",3,Current-dollar GDP (thousands of current dollars),3.7
12105,"Polk, FL",1,Real GDP (thousands of chained 2017 dollars),3.6
12105,"Polk, FL",2,Chain-type quantity indexes for real GDP,3.6
12105,"Polk, FL",3,Current-dollar GDP (thousands of current dollars),5.9
12107,"Putnam, FL",1,Real GDP (thousands of chained 2017 dollars),-0.3
12107,"Putnam, FL",2,Chain-type quantity indexes for real GDP,-0.3
12107,"Putnam, FL",3,Current-dollar GDP (thousands of current dollars),1.8
12109,"St. Johns, FL",1,Real GDP (thousands of chained 2017 dollars),4.6
12109,"St. Johns, FL",2,Chain-type quantity indexes for real GDP,4.6
12109,"St. Johns, FL",3,Current-dollar GDP (thousands of current dollars),7.1
12111,"St. Lucie, FL",1,Real GDP (thousands of chained 2017 dollars),1.5
12111,"St. Lucie, FL",2,Chain-type quantity indexes for real GDP,1.5
12111,"St. Lucie, FL",3,Current-dollar GDP (thousands of current dollars),4.1
12113,"Santa Rosa, FL",1,Real GDP (thousands of chained 2017 dollars),2.3
12113,"Santa Rosa, FL",2,Chain-type quantity indexes for real GDP,2.3
12113,"Santa Rosa, FL",3,Current-dollar GDP (thousands of current dollars),4.7
12115,"Sarasota, FL",1,Real GDP (thousands of chained 2017 dollars),2.8
12115,"Sarasota, FL",2,Chain-type quantity indexes for real GDP,2.8
12115,"Sarasota, FL",3,Current-dollar GDP (thousands of current dollars),5.4
12117,"Seminole, FL",1,Real GDP (thousands of chained 2017 dollars),4.1
12117,"Seminole, FL",2,Chain-type quantity indexes for real GDP,4.1
12117,"Seminole, FL",3,Current-dollar GDP (thousands of current dollars),6.4
12119,"Sumter, FL",1,Real GDP (thousands of chained 2017 dollars),11.1
12119,"Sumter, FL",2,Chain-type quantity indexes for real GDP,11.1
12119,"Sumter, FL",3,Current-dollar GDP (thousands of current dollars),14
12121,"Suwannee, FL",1,Real GDP (thousands of chained 2017 dollars),-11.7
12121,"Suwannee, FL",2,Chain-type quantity indexes for real GDP,-11.7
12121,"Suwannee, FL",3,Current-dollar GDP (thousands of current dollars),-9.8
12123,"Taylor, FL",1,Real GDP (thousands of chained 2017 dollars),-5.6
12123,"Taylor, FL",2,Chain-type quantity indexes for real GDP,-5.6
12123,"Taylor, FL",3,Current-dollar GDP (thousands of current dollars),-5
12125,"Union, FL",1,Real GDP (thousands of chained 2017 dollars),-0.8
12125,"Union, FL",2,Chain-type quantity indexes for real GDP,-0.8
12125,"Union, FL",3,Current-dollar GDP (thousands of current dollars),1.5
12127,"Volusia, FL",1,Real GDP (thousands of chained 2017 dollars),1.6
12127,"Volusia, FL",2,Chain-type quantity indexes for real GDP,1.6
12127,"Volusia, FL",3,Current-dollar GDP (thousands of current dollars),4.2
12129,"Wakulla, FL",1,Real GDP (thousands of chained 2017 dollars),5.1
12129,"Wakulla, FL",2,Chain-type quantity indexes for real GDP,5.1
12129,"Wakulla, FL",3,Current-dollar GDP (thousands of current dollars),7.2
12131,"Walton, FL",1,Real GDP (thousands of chained 2017 dollars),7.6
12131,"Walton, FL",2,Chain-type quantity indexes for real GDP,7.6
12131,"Walton, FL",3,Current-dollar GDP (thousands of current dollars),10.6
12133,"Washington, FL",1,Real GDP (thousands of chained 2017 dollars),5.2
12133,"Washington, FL",2,Chain-type quantity indexes for real GDP,5.2
12133,"Washington, FL",3,Current-dollar GDP (thousands of current dollars),7.9
,,,,
Legend/Footnotes,,,,
"  Metropolitan Areas are defined (geographically delineated) by the Office of Management and Budget (OMB) bulletin no. 20-01 issued March 6, 2020.",,,,
"  Last updated: December 7, 2023 -- new statistics for 2022, revised statistics for 2017-2021.",,,,
