CAGDP1 County and MSA gross domestic product (GDP) summary,,,,
CAGDP1 County and MSA gross domestic product (GDP) summary,,,,
County,,,,
GeoFips,GeoName,LineCode,Description,2019-2020
12019,"Clay, FL",3,Current-dollar GDP (thousands of current dollars),2.3
12021,"Collier, FL",1,Real GDP (thousands of chained 2017 dollars),-0.3
12021,"Collier, FL",2,Chain-type quantity indexes for real GDP,-0.3
12021,"Collier, FL",3,Current-dollar GDP (thousands of current dollars),2.3
12023,"Columbia, FL",1,Real GDP (thousands of chained 2017 dollars),2
12023,"Columbia, FL",2,Chain-type quantity indexes for real GDP,2
12023,"Columbia, FL",3,Current-dollar GDP (thousands of current dollars),1.8
12027,"DeSoto, FL",1,Real GDP (thousands of chained 2017 dollars),-2.8
12027,"DeSoto, FL",2,Chain-type quantity indexes for real GDP,-2.8
12027,"DeSoto, FL",3,Current-dollar GDP (thousands of current dollars),-0.6
12029,"Dixie, FL",1,Real GDP (thousands of chained 2017 dollars),8.8
12029,"Dixie, FL",2,Chain-type quantity indexes for real GDP,8.8
12029,"Dixie, FL",3,Current-dollar GDP (thousands of current dollars),13.4
12031,"Duval, FL",1,Real GDP (thousands of chained 2017 dollars),0.9
12031,"Duval, FL",2,Chain-type quantity indexes for real GDP,0.9
12031,"Duval, FL",3,Current-dollar GDP (thousands of current dollars),2.9
12033,"Escambia, FL",1,Real GDP (thousands of chained 2017 dollars),-0.5
12033,"Escambia, FL",2,Chain-type quantity indexes for real GDP,-0.5
12033,"Escambia, FL",3,Current-dollar GDP (thousands of current dollars),1.7
12035,"Flagler, FL",1,Real GDP (thousands of chained 2017 dollars),3.9
12035,"Flagler, FL",2,Chain-type quantity indexes for real GDP,3.9
12035,"Flagler, FL",3,Current-dollar GDP (thousands of current dollars),6.6
12037,"Franklin, FL",1,Real GDP (thousands of chained 2017 dollars),-0.4
12037,"Franklin, FL",2,Chain-type quantity indexes for real GDP,-0.4
12037,"Franklin, FL",3,Current-dollar GDP (thousands of current dollars),3.1
12039,"Gadsden, FL",1,Real GDP (thousands of chained 2017 dollars),5.8
12039,"Gadsden, FL",2,Chain-type quantity indexes for real GDP,5.8
12039,"Gadsden, FL",3,Current-dollar GDP (thousands of current dollars),9
12041,"Gilchrist, FL",1,Real GDP (thousands of chained 2017 dollars),15.6
12041,"Gilchrist, FL",2,Chain-type quantity indexes for real GDP,15.6
12041,"Gilchrist, FL",3,Current-dollar GDP (thousands of current dollars),18.7
12043,"Glades, FL",1,Real GDP (thousands of chained 2017 dollars),-2.4
12043,"Glades, FL",2,Chain-type quantity indexes for real GDP,-2.4
12043,"Glades, FL",3,Current-dollar GDP (thousands of current dollars),-1
12045,"Gulf, FL",1,Real GDP (thousands of chained 2017 dollars),5.8
12045,"Gulf, FL",2,Chain-type quantity indexes for real GDP,5.8
12045,"Gulf, FL",3,Current-dollar GDP (thousands of current dollars),9
12047,"Hamilton, FL",1,Real GDP (thousands of chained 2017 dollars),-1.4
12047,"Hamilton, FL",2,Chain-type quantity indexes for real GDP,-1.4
12047,"Hamilton, FL",3,Current-dollar GDP (thousands of current dollars),0
12049,"Hardee, FL",1,Real GDP (thousands of chained 2017 dollars),-0.2
12049,"Hardee, FL",2,Chain-type quantity indexes for real GDP,-0.2
12049,"Hardee, FL",3,Current-dollar GDP (thousands of current dollars),0.7
12051,"Hendry, FL",1,Real GDP (thousands of chained 2017 dollars),4.2
12051,"Hendry, FL",2,Chain-type quantity indexes for real GDP,4.2
12051,"Hendry, FL",3,Current-dollar GDP (thousands of current dollars),5.8
12053,"Hernando, FL",1,Real GDP (thousands of chained 2017 dollars),1.5
12053,"Hernando, FL",2,Chain-type quantity indexes for real GDP,1.5
12053,"Hernando, FL",3,Current-dollar GDP (thousands of current dollars),4.7
12055,"Highlands, FL",1,Real GDP (thousands of chained 2017 dollars),-4.3
12055,"Highlands, FL",2,Chain-type quantity indexes for real GDP,-4.3
12055,"Highlands, FL",3,Current-dollar GDP (thousands of current dollars),-1.7
12057,"Hillsborough, FL",1,Real GDP (thousands of chained 2017 dollars),1.6
12057,"Hillsborough, FL",2,Chain-type quantity indexes for real GDP,1.6
12057,"Hillsborough, FL",3,Current-dollar GDP (thousands of current dollars),3.4
12059,"Holmes, FL",1,Real GDP (thousands of chained 2017 dollars),-3.2
12059,"Holmes, FL",2,Chain-type quantity indexes for real GDP,-3.2
12059,"Holmes, FL",3,Current-dollar GDP (thousands of current dollars),0.3
12061,"Indian River, FL",1,Real GDP (thousands of chained 2017 dollars),1.6
12061,"Indian River, FL",2,Chain-type quantity indexes for real GDP,1.6
12061,"Indian River, FL",3,Current-dollar GDP (thousands of current dollars),4
12063,"Jackson, FL",1,Real GDP (thousands of chained 2017 dollars),-1.8
12063,"Jackson, FL",2,Chain-type quantity indexes for real GDP,-1.8
12063,"Jackson, FL",3,Current-dollar GDP (thousands of current dollars),1.5
12065,"Jefferson, FL",1,Real GDP (thousands of chained 2017 dollars),-0.7
12065,"Jefferson, FL",2,Chain-type quantity indexes for real GDP,-0.7
12065,"Jefferson, FL",3,Current-dollar GDP (thousands of current dollars),1.9
12067,"Lafayette, FL",1,Real GDP (thousands of chained 2017 dollars),6.4
12067,"Lafayette, FL",2,Chain-type quantity indexes for real GDP,6.4
12067,"Lafayette, FL",3,Current-dollar GDP (thousands of current dollars),9.4
12069,"Lake, FL",1,Real GDP (thousands of chained 2017 dollars),2.9
12069,"Lake, FL",2,Chain-type quantity indexes for real GDP,2.9
12069,"Lake, FL",3,Current-dollar GDP (thousands of current dollars),6.1
12071,"Lee, FL",1,Real GDP (thousands of chained 2017 dollars),-0.1
12071,"Lee, FL",2,Chain-type quantity indexes for real GDP,-0.1
12071,"Lee, FL",3,Current-dollar GDP (thousands of current dollars),2.6
12073,"Leon, FL",1,Real GDP (thousands of chained 2017 dollars),-2.5
12073,"Leon, FL",2,Chain-type quantity indexes for real GDP,-2.5
12073,"Leon, FL",3,Current-dollar GDP (thousands of current dollars),0.7
12075,"Levy, FL",1,Real GDP (thousands of chained 2017 dollars),7.8
12075,"Levy, FL",2,Chain-type quantity indexes for real GDP,7.8
12075,"Levy, FL",3,Current-dollar GDP (thousands of current dollars),10.3
12077,"Liberty, FL",1,Real GDP (thousands of chained 2017 dollars),14.7
12077,"Liberty, FL",2,Chain-type quantity indexes for real GDP,14.7
12077,"Liberty, FL",3,Current-dollar GDP (thousands of current dollars),15.9
12079,"Madison, FL",1,Real GDP (thousands of chained 2017 dollars),4.1
12079,"Madison, FL",2,Chain-type quantity indexes for real GDP,4.1
12079,"Madison, FL",3,Current-dollar GDP (thousands of current dollars),7.5
12081,"Manatee, FL",1,Real GDP (thousands of chained 2017 dollars),-1.5
12081,"Manatee, FL",2,Chain-type quantity indexes for real GDP,-1.5
12081,"Manatee, FL",3,Current-dollar GDP (thousands of current dollars),1.1
12083,"Marion, FL",1,Real GDP (thousands of chained 2017 dollars),4
12083,"Marion, FL",2,Chain-type quantity indexes for real GDP,4
12083,"Marion, FL",3,Current-dollar GDP (thousands of current dollars),7
12085,"Martin, FL",1,Real GDP (thousands of chained 2017 dollars),8
12085,"Martin, FL",2,Chain-type quantity indexes for real GDP,8
12085,"Martin, FL",3,Current-dollar GDP (thousands of current dollars),10.6
12086,"Miami-Dade, FL",1,Real GDP (thousands of chained 2017 dollars),-6.4
12086,"Miami-Dade, FL",2,Chain-type quantity indexes for real GDP,-6.4
12086,"Miami-Dade, FL",3,Current-dollar GDP (thousands of current dollars),-5
12087,"Monroe, FL",1,Real GDP (thousands of chained 2017 dollars),-4.6
12087,"Monroe, FL",2,Chain-type quantity indexes for real GDP,-4.6
12087,"Monroe, FL",3,Current-dollar GDP (thousands of current dollars),-3.3
12089,"Nassau, FL",1,Real GDP (thousands of chained 2017 dollars),4.9
12089,"Nassau, FL",2,Chain-type quantity indexes for real GDP,4.9
12089,"Nassau, FL",3,Current-dollar GDP (thousands of current dollars),6.7
12091,"Okaloosa, FL",1,Real GDP (thousands of chained 2017 dollars),3
12091,"Okaloosa, FL",2,Chain-type quantity indexes for real GDP,3
12091,"Okaloosa, FL",3,Current-dollar GDP (thousands of current dollars),5.3
12093,"Okeechobee, FL",1,Real GDP (thousands of chained 2017 dollars),7.2
12093,"Okeechobee, FL",2,Chain-type quantity indexes for real GDP,7.2
12093,"Okeechobee, FL",3,Current-dollar GDP (thousands of current dollars),8.7
12095,"Orange, FL",1,Real GDP (thousands of chained 2017 dollars),-6.2
12095,"Orange, FL",2,Chain-type quantity indexes for real GDP,-6.2
12095,"Orange, FL",3,Current-dollar GDP (thousands of current dollars),-4.7
12097,"Osceola, FL",1,Real GDP (thousands of chained 2017 dollars),-2.9
12097,"Osceola, FL",2,Chain-type quantity indexes for real GDP,-2.9
12097,"Osceola, FL",3,Current-dollar GDP (thousands of current dollars),-0.7
12099,"Palm Beach, FL",1,Real GDP (thousands of chained 2017 dollars),0.4
12099,"Palm Beach, FL",2,Chain-type quantity indexes for real GDP,0.4
12099,"Palm Beach, FL",3,Current-dollar GDP (thousands of current dollars),2.7
12101,"Pasco, FL",1,Real GDP (thousands of chained 2017 dollars),1.8
12101,"Pasco, FL",2,Chain-type quantity indexes for real GDP,1.8
12101,"Pasco, FL",3,Current-dollar GDP (thousands of current dollars),4.8
12103,"Pinellas, FL",1,Real GDP (thousands of chained 2017 dollars),0.7
12103,"Pinellas, FL",2,Chain-type quantity indexes for real GDP,0.7
12103,"Pinellas, FL",3,Current-dollar GDP (thousands of current dollars),3
12105,"Polk, FL",1,Real GDP (thousands of chained 2017 dollars),2.9
12105,"Polk, FL",2,Chain-type quantity indexes for real GDP,2.9
12105,"Polk, FL",3,Current-dollar GDP (thousands of current dollars),4.7
12107,"Putnam, FL",1,Real GDP (thousands of chained 2017 dollars),3.7
12107,"Putnam, FL",2,Chain-type quantity indexes for real GDP,3.7
12107,"Putnam, FL",3,Current-dollar GDP (thousands of current dollars),5.4
12109,"St. Johns, FL",1,Real GDP (thousands of chained 2017 dollars),6.9
12109,"St. Johns, FL",2,Chain-type quantity indexes for real GDP,6.9
12109,"St. Johns, FL",3,Current-dollar GDP (thousands of current dollars),9.5
12111,"St. Lucie, FL",1,Real GDP (thousands of chained 2017 dollars),3.7
12111,"St. Lucie, FL",2,Chain-type quantity indexes for real GDP,3.7
12111,"St. Lucie, FL",3,Current-dollar GDP (thousands of current dollars),6.3
12113,"Santa Rosa, FL",1,Real GDP (thousands of chained 2017 dollars),2.3
12113,"Santa Rosa, FL",2,Chain-type quantity indexes for real GDP,2.3
12113,"Santa Rosa, FL",3,Current-dollar GDP (thousands of current dollars),4.7
12115,"Sarasota, FL",1,Real GDP (thousands of chained 2017 dollars),1.7
12115,"Sarasota, FL",2,Chain-type quantity indexes for real GDP,1.7
12115,"Sarasota, FL",3,Current-dollar GDP (thousands of current dollars),4.6
12117,"Seminole, FL",1,Real GDP (thousands of chained 2017 dollars),1
12117,"Seminole, FL",2,Chain-type quantity indexes for real GDP,1
12117,"Seminole, FL",3,Current-dollar GDP (thousands of current dollars),3.4
12119,"Sumter, FL",1,Real GDP (thousands of chained 2017 dollars),1.6
12119,"Sumter, FL",2,Chain-type quantity indexes for real GDP,1.6
12119,"Sumter, FL",3,Current-dollar GDP (thousands of current dollars),4.4
12121,"Suwannee, FL",1,Real GDP (thousands of chained 2017 dollars),2.8
12121,"Suwannee, FL",2,Chain-type quantity indexes for real GDP,2.8
12121,"Suwannee, FL",3,Current-dollar GDP (thousands of current dollars),6.2
12123,"Taylor, FL",1,Real GDP (thousands of chained 2017 dollars),5.9
12123,"Taylor, FL",2,Chain-type quantity indexes for real GDP,5.9
12123,"Taylor, FL",3,Current-dollar GDP (thousands of current dollars),5.2
12125,"Union, FL",1,Real GDP (thousands of chained 2017 dollars),2.7
12125,"Union, FL",2,Chain-type quantity indexes for real GDP,2.7
12125,"Union, FL",3,Current-dollar GDP (thousands of current dollars),6.7
12127,"Volusia, FL",1,Real GDP (thousands of chained 2017 dollars),0.6
12127,"Volusia, FL",2,Chain-type quantity indexes for real GDP,0.6
12127,"Volusia, FL",3,Current-dollar GDP (thousands of current dollars),3.5
12129,"Wakulla, FL",1,Real GDP (thousands of chained 2017 dollars),0.8
12129,"Wakulla, FL",2,Chain-type quantity indexes for real GDP,0.8
12129,"Wakulla, FL",3,Current-dollar GDP (thousands of current dollars),2.8
12131,"Walton, FL",1,Real GDP (thousands of chained 2017 dollars),2
12131,"Walton, FL",2,Chain-type quantity indexes for real GDP,2
12131,"Walton, FL",3,Current-dollar GDP (thousands of current dollars),4.6
12133,"Washington, FL",1,Real GDP (thousands of chained 2017 dollars),1.8
12133,"Washington, FL",2,Chain-type quantity indexes for real GDP,1.8
12133,"Washington, FL",3,Current-dollar GDP (thousands of current dollars),5.1
,,,,
Legend/Footnotes,,,,
"  Metropolitan Areas are defined (geographically delineated) by the Office of Management and Budget (OMB) bulletin no. 20-01 issued March 6, 2020.",,,,
"  Last updated: December 7, 2023 -- new statistics for 2022, revised statistics for 2017-2021.",,,,
